m1_surv,m2_surv
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.65397,0.91319
0.63952,0.91319
0.63952,0.91319
0.63952,0.91319
0.63952,0.91319
0.63952,0.91319
0.63952,0.91319
0.63952,0.91319
0.63952,0.91319
0.63952,0.91319
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.91074
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.90823
0.63952,0.9057
0.63952,0.9057
0.63952,0.90316
0.63952,0.90316
0.63952,0.90316
0.63952,0.90316
0.63952,0.90316
0.63952,0.90061
0.63952,0.90061
0.63952,0.90061
0.63952,0.90061
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89799
0.63952,0.89534
0.63952,0.89534
0.63952,0.89534
0.63952,0.89534
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.89268
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88997
0.63952,0.88718
0.63952,0.88718
0.63952,0.88718
0.63952,0.88718
0.63952,0.88718
0.63952,0.88718
0.63952,0.88718
0.63952,0.88718
0.63952,0.88718
0.63952,0.88718
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88434
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.63952,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.88141
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87615
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.87073
0.54504,0.86501
0.54504,0.86501
0.54504,0.86501
0.54504,0.85922
0.54504,0.85922
0.54504,0.85922
0.54504,0.85922
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
0.54504,0.85248
