m1_surv,m2_surv
0.19434,0.86031
0.19434,0.86031
0.19434,0.85972
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85914
0.19434,0.85854
0.19434,0.85854
0.19434,0.85854
0.19434,0.85854
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.85793
0.19434,0.8573
0.19434,0.8573
0.19434,0.8573
0.19434,0.85668
0.19434,0.85668
0.19434,0.85668
0.19434,0.85668
0.19434,0.85668
0.19434,0.85668
0.19434,0.85668
0.19434,0.85668
0.19434,0.85668
0.19434,0.85668
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85604
0.19434,0.85536
0.19434,0.85536
0.19434,0.85536
0.19434,0.85536
0.19434,0.85536
0.19434,0.85536
0.19434,0.85536
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85467
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85398
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85327
0.19434,0.85257
0.19434,0.85257
0.19434,0.85257
0.19434,0.85186
0.19434,0.85186
0.19434,0.85115
0.19434,0.85115
0.19434,0.85115
0.19434,0.85115
0.19434,0.85115
0.19434,0.85115
0.19434,0.85044
0.19434,0.85044
0.19434,0.85044
0.19434,0.85044
0.19434,0.85044
0.19434,0.85044
0.19434,0.85044
0.19434,0.85044
0.19434,0.85044
0.19434,0.84972
0.19434,0.84972
0.19434,0.84901
0.19434,0.84901
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.8483
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84758
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.19434,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84686
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84613
0.12477,0.84539
0.12477,0.84539
0.12477,0.84539
0.12477,0.84539
0.12477,0.84539
0.12477,0.84539
0.12477,0.84539
0.12477,0.84539
0.12477,0.84539
0.12477,0.84539
0.12477,0.84464
0.12477,0.84464
0.12477,0.84464
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84389
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84312
0.12477,0.84233
0.12477,0.84233
0.12477,0.84233
0.12477,0.84233
0.12477,0.84233
0.12477,0.84233
0.12477,0.84233
0.12477,0.84154
0.12477,0.84154
0.12477,0.84154
0.12477,0.84154
0.12477,0.84154
0.12477,0.84154
0.12477,0.84154
0.12477,0.84154
0.12477,0.84154
0.12477,0.84073
0.12477,0.83991
0.12477,0.83991
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83827
0.12477,0.83743
0.12477,0.83659
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83575
0.12477,0.83481
0.12477,0.83481
0.12477,0.83481
0.12477,0.83481
0.12477,0.83388
0.12477,0.83388
0.12477,0.83388
0.12477,0.83388
0.12477,0.83388
